host_time_epoch_s,host_time_monotonic_s,device_millis,plot_time_s,time_source,vswr,motor1_pos,motor2_pos,at_match
1777488929.521761,23.489802583004348,19048,23.489802583004348,host,-1.515555,1.57571,1.57571,1
1777488930.0151281,23.983160833013244,19542,23.983160833013244,host,-1.384341,1.57571,1.57571,1
1777488931.001778,24.96979254100006,20528,24.96979254100006,host,-1.427118,1.57571,1.57571,1
1777488931.512026,25.480032958032098,21039,25.480032958032098,host,-1.29139,1.57571,1.57571,1
1777488932.039367,26.007364541001152,21566,26.007364541001152,host,-1.407547,1.57571,1.57571,1
1777488932.566581,26.534573499986436,22093,26.534573499986436,host,-1.174455,1.57571,1.57571,1
1777488933.230104,27.19808225001907,22757,27.19808225001907,host,-1.565217,1.57571,1.57571,1
1777488933.876608,27.844568166008685,23403,27.844568166008685,host,-1.439024,1.57571,1.57571,1
1777488934.5400362,28.507990290992893,24067,28.507990290992893,host,-1.345864,1.57571,1.57571,1
1777488934.829346,28.797294291027356,24356,28.797294291027356,host,-1.517928,1.57571,1.57571,1
1777488935.390551,29.358491457998753,24917,29.358491457998753,host,-1.37037,1.57571,1.57571,1
1777488936.2069702,30.174897166027222,25734,30.174897166027222,host,-1.27451,1.57571,1.57571,1
1777488937.12603,31.093923415988684,26652,31.093923415988684,host,-1.313167,1.57571,1.57571,1
1777488938.4525068,32.42039466602728,27979,32.42039466602728,host,-1.329824,1.57571,1.57571,1
1777488939.490207,33.458075541013386,29017,33.458075541013386,host,-1.364865,1.57571,1.57571,1
1777488940.051605,34.01944812503643,29578,34.01944812503643,host,-1.295202,1.57571,1.57571,1
1777488940.340689,34.308541666017845,29867,34.308541666017845,host,-1.580912,1.57571,1.57571,1
1777488940.527547,34.49540616601007,30054,34.49540616601007,host,-1.534412,1.57571,1.57571,1
1777488941.293236,35.261080333031714,30820,35.261080333031714,host,-1.308196,1.57571,1.57571,1
1777488942.041677,36.009507832990494,31568,36.009507832990494,host,-1.455882,1.57571,1.57571,1
1777488942.058729,36.02655966603197,31585,36.02655966603197,host,-1.426778,1.57571,1.57571,1
1777488942.245822,36.2136488329852,31772,36.2136488329852,host,-1.352112,1.57571,1.57571,1
1777488942.841534,36.80925033299718,32368,36.80925033299718,host,-1.326018,1.57571,1.57571,1
1777488943.725912,37.69371233304264,33252,37.69371233304264,host,-1.345098,1.57571,1.57571,1
1777488943.895638,37.863439958018716,33422,37.863439958018716,host,-1.51282,1.57571,1.57571,1
1777488943.912837,37.8806354579865,33439,37.8806354579865,host,-1.322368,1.57571,1.57571,1
1777488944.8148859,38.78266725002322,34341,38.78266725002322,host,-1.3554,1.57571,1.57571,1
1777488944.98441,38.95219091599574,34511,38.95219091599574,host,-1.336769,1.57571,1.57571,1
1777488945.631281,39.5990461250185,35157,39.5990461250185,host,-1.261194,1.57571,1.57571,1
1777488946.124495,40.09225124999648,35651,40.09225124999648,host,-1.461538,1.57571,1.57571,1
1777488946.941375,40.909116750000976,36467,40.909116750000976,host,-1.384058,1.57571,1.57571,1
1777488947.332217,41.299949040985666,36859,41.299949040985666,host,-1.341463,1.57571,1.57571,1
1777488947.9103649,41.878095583000686,37437,41.878095583000686,host,-1.377104,1.57571,1.57571,1
1777488948.284821,42.2525389160146,37811,42.2525389160146,host,-1.289473,1.57571,1.57571,1
1777488948.5232608,42.490974083018955,38049,42.490974083018955,host,-1.25,1.57571,1.57571,1
1777488948.624705,42.59242387500126,38151,42.59242387500126,host,-1.424489,1.57571,1.57571,1
1777488948.641749,42.60946858301759,38168,42.60946858301759,host,-1.430768,1.57571,1.57571,1
1777488948.658774,42.62649287498789,38185,42.62649287498789,host,-1.272401,1.57571,1.57571,1
1777488948.6758242,42.6435213329969,38202,42.6435213329969,host,-1.453846,1.57571,1.57571,1
1777488950.002998,43.970654333010316,39529,43.970654333010316,host,-1.268041,1.57571,1.57571,1
1777488950.121629,44.089323208027054,39648,44.089323208027054,host,-1.432835,1.57571,1.57571,1
1777488950.479059,44.44674362504156,40006,44.44674362504156,host,-1.257426,1.57571,1.57571,1
1777488950.7513442,44.7190204160288,40278,44.7190204160288,host,-1.343283,1.57571,1.57571,1
1777488951.040405,45.00808104098542,40567,45.00808104098542,host,-1.556016,1.57571,1.57571,1
1777488951.057406,45.02508120803395,40584,45.02508120803395,host,-1.335766,1.57571,1.57571,1
1777488951.533875,45.501542625017464,41060,45.501542625017464,host,-1.265682,1.57571,1.57571,1
1777488952.197768,46.1654243330122,41724,46.1654243330122,host,-1.294339,1.57571,1.57571,1
1777488952.6054358,46.573084875009954,42132,46.573084875009954,host,-1.386831,1.57571,1.57571,1
1777488952.84385,46.81148945802124,42370,46.81148945802124,host,-1.40613,1.57571,1.57571,1
1777488953.592235,47.55985995801166,43118,47.55985995801166,host,-1.401574,1.57571,1.57571,1
1777488953.7963939,47.76401004102081,43323,47.76401004102081,host,-1.315789,1.57571,1.57571,1
1777488954.068674,48.036279332998674,43595,48.036279332998674,host,-1.289655,1.57571,1.57571,1
1777488954.374666,48.342278750031255,43901,48.342278750031255,host,-1.37931,1.57571,1.57571,1
1777488954.646898,48.61450758302817,44173,48.61450758302817,host,-1.323624,1.57571,1.57571,1
1777488954.6808362,48.64844370802166,44207,48.64844370802166,host,-1.332155,1.57571,1.57571,1
1777488954.714941,48.682548583019525,44241,48.682548583019525,host,-1.196491,1.57571,1.57571,1
1777488955.072333,49.03993458300829,44598,49.03993458300829,host,-1.456928,1.57571,1.57571,1
1777488956.790255,50.75776708300691,46316,50.75776708300691,host,-1.383928,1.57571,1.57571,1
1777488957.079384,51.04695495800115,46606,51.04695495800115,host,-1.335664,1.57571,1.57571,1
1777488957.640942,51.60849775001407,47167,51.60849775001407,host,-1.433823,1.57571,1.57571,1
1777488958.014952,51.9825067500351,47541,51.9825067500351,host,-1.260274,1.57571,1.57571,1
1777488958.032136,51.99968670803355,47558,51.99968670803355,host,-1.456896,1.57571,1.57571,1
1777488958.0490339,52.0165812500054,47575,52.0165812500054,host,-1.361623,1.57571,1.57571,1
1777488958.50839,52.47593125002459,48034,52.47593125002459,host,-1.434042,1.57571,1.57571,1
1777488958.848586,52.816122415999416,48375,52.816122415999416,host,-1.431095,1.57571,1.57571,1
1777488958.950756,52.91829191602301,48477,52.91829191602301,host,-1.261168,1.57571,1.57571,1
1777488959.631187,53.59870954102371,49157,53.59870954102371,host,-1.276595,1.57571,1.57571,1
1777488959.749801,53.717327625025064,49276,53.717327625025064,host,-1.535849,1.57571,1.57571,1
1777488959.9371789,53.90470125002321,49463,53.90470125002321,host,-1.354243,1.57571,1.57571,1
1777488959.9904692,53.95799233298749,49514,53.95799233298749,host,-1.467741,1.57571,1.57571,1
1777488960.004961,53.97248437500093,49531,53.97248437500093,host,-1.326241,1.57571,1.57571,1
1777488960.48151,54.44900987501023,50008,54.44900987501023,host,-1.344086,1.57571,1.57571,1
1777488960.498406,54.4659204580239,50025,54.4659204580239,host,-1.380165,1.57571,1.57571,1
1777488960.5325289,54.50004145799903,50059,54.50004145799903,host,-1.275092,1.57571,1.57571,1
1777488961.281142,55.24863995803753,50807,55.24863995803753,host,-1.325757,1.57571,1.57571,1
1777488961.400003,55.36750216601649,50926,55.36750216601649,host,-1.303703,1.57571,1.57571,1
1777488961.7063198,55.673805791011546,51232,55.673805791011546,host,-1.393548,1.57571,1.57571,1
1777488962.1655738,56.133054375008214,51692,56.133054375008214,host,-1.303798,1.57571,1.57571,1
1777488962.556844,56.524319916032255,52083,56.524319916032255,host,-1.296875,1.57571,1.57571,1
1777488962.591475,56.558945875032805,52117,56.558945875032805,host,-1.353261,1.57571,1.57571,1
1777488963.441498,57.40895804099273,52968,57.40895804099273,host,-1.40617,1.57571,1.57571,1
1777489090.8998961,6.67001586407423e-07,5984,6.67001586407423e-07,host,7.893279,2.187376,1.488329,0
1777489093.457323,2.5573957090382464,8541,2.5573957090382464,host,6.42566,2.973804,1.925234,0
1777489094.508503,3.6081004590378143,9592,3.6081004590378143,host,7.046956,3.141694,2.012615,0
1777489097.441365,6.5414109590346925,12525,6.5414109590346925,host,6.932108,3.136785,3.049404,0
1777489102.38501,11.48500041704392,17469,11.48500041704392,host,6.7269,3.141694,3.141694,0
1777489107.25162,16.351553292013705,22335,16.351553292013705,host,5.671247,3.141694,3.049404,0
1777489108.559648,17.65957104199333,23643,17.65957104199333,host,6.056071,3.136785,2.931587,0
1777489111.7642372,20.864128417044412,26848,20.864128417044412,host,5.771157,3.136785,3.040567,0
1777489113.874434,22.974293917010073,28958,22.974293917010073,host,8.566615,3.141694,2.962023,0
1777489119.9503329,29.05012891703518,35034,29.05012891703518,host,6.986708,3.136785,3.049404,0
1777489123.168915,32.268677500018384,38252,32.268677500018384,host,6.205454,2.962023,3.136785,0
1777489124.712352,33.81210145901423,39796,33.81210145901423,host,5.773081,3.049404,3.136785,0
1777489126.583654,35.68337675003568,41667,35.68337675003568,host,6.720836,2.787261,3.141694,0
1777489128.245186,37.34489504201338,43328,37.34489504201338,host,6.204909,2.962023,3.136785,0
1777489129.886384,38.98607120901579,44970,38.98607120901579,host,5.154985,3.136785,3.141694,0
1777489133.855403,42.955018709006254,48939,42.955018709006254,host,5.769553,3.105367,2.787261,0
1777489136.434943,45.53455949999625,51518,45.53455949999625,host,5.880627,3.136785,3.136785,0
1777489140.654625,49.754189166997094,55738,49.754189166997094,host,5.21065,2.941896,3.049404,0
1777489140.8956711,49.99523662502179,55979,49.99523662502179,host,4.779258,3.116657,2.962023,0
1777489146.548934,55.64843608404044,61632,55.64843608404044,host,4.649066,1.873198,3.136785,0
1777489147.898755,56.99820475000888,62982,56.99820475000888,host,4.644446,1.524656,2.915387,0
1777489148.913234,58.01271525002085,63996,58.01271525002085,host,39.04855,1.612037,2.862369,0
1777489149.378732,58.47820179199334,64462,58.47820179199334,host,36.916157,1.349895,3.124512,0
1777489151.7107022,60.81014670903096,66793,60.81014670903096,host,41.461834,0.590516,3.049404,0
1777489153.1347399,62.234166000038385,68218,62.234166000038385,host,35.737171,1.027371,3.136785,0
1777489156.243666,65.34306054201443,71327,65.34306054201443,host,34.673759,0.939997,3.136785,0
1777489159.532539,68.63189162500203,74615,68.63189162500203,host,35.077858,1.355294,3.141694,0
1777489159.647525,68.74688583402894,74731,68.74688583402894,host,35.447891,1.267914,3.136785,0
1777489160.260246,69.35959608398844,75343,69.35959608398844,host,34.519878,1.005771,3.049404,0
1777489162.446162,71.54549345903797,77529,71.54549345903797,host,33.998981,1.267914,3.136785,0
1777489164.233145,73.33245316700777,79316,73.33245316700777,host,36.832729,0.83103,3.049404,0
1777489164.365173,73.46448458399391,79448,73.46448458399391,host,36.33247,0.743659,3.136785,0
1777489164.3821929,73.48150245903526,79465,73.48150245903526,host,36.519882,0.743659,3.136785,0
1777489165.601676,74.70096495898906,80684,74.70096495898906,host,34.713875,1.267914,3.141694,0
1777489166.411999,75.51127975003328,81495,75.51127975003328,host,35.599792,1.005771,3.136785,0
1777489166.718418,75.81769745901693,81801,75.81769745901693,host,34.066151,1.267914,3.136785,0
1777489168.000967,77.10023095901124,83084,77.10023095901124,host,35.52499,1.093152,3.141694,0
1777489168.8035688,77.90282266703434,83886,77.90282266703434,host,34.611549,1.180533,3.049404,0
1777489169.1675992,78.26684904203285,84250,78.26684904203285,host,35.090328,1.093152,3.136785,0
1777489170.484134,79.58336983399931,85567,79.58336983399931,host,34.367493,1.267914,3.049404,0
1777489171.835808,80.93499224999687,86918,80.93499224999687,host,34.482533,1.267914,3.136785,0
1777489171.9341,81.03332870901795,87017,81.03332870901795,host,34.288967,1.355294,3.141694,0
1777489172.067379,81.16659154201625,87150,81.16659154201625,host,34.884518,1.442675,3.136785,0
1777489173.053098,82.1523062500055,88136,82.1523062500055,host,36.871952,1.530056,3.136785,0
1777489173.1513312,82.25054566701874,88234,82.25054566701874,host,36.847935,1.617437,3.141694,0
1777489173.267252,82.36646262503928,88350,82.36646262503928,host,38.021893,1.704818,3.136785,0
1777489174.518736,83.61792829202022,89601,83.61792829202022,host,34.703094,1.180533,3.141694,0
1777489175.3454,84.44458112498978,90428,84.44458112498978,host,34.609367,1.267914,3.136785,0
1777489175.6008708,84.7000518750283,90684,84.7000518750283,host,34.831528,1.442675,3.141694,0
1777489175.675421,84.77460624999367,90758,84.77460624999367,host,35.003384,1.355294,3.141694,0
1777489181.0435688,90.14269050001167,96126,90.14269050001167,host,35.710083,1.267914,3.136785,0
1777489181.2750819,90.3742028340348,96358,90.3742028340348,host,36.536701,1.093152,3.136785,0
1777489183.15074,92.2498384169885,98234,92.2498384169885,host,35.38702,1.442675,3.141694,0
1777489183.258281,92.35738229204435,98341,92.35738229204435,host,35.784286,1.468693,3.136785,0
1777489183.47343,92.57252466701902,98556,92.57252466701902,host,36.884293,1.643455,3.136785,0
1777489184.0033689,93.10246050002752,99086,93.10246050002752,host,38.661293,1.643455,3.136785,0
1777489184.094847,93.19393695902545,99178,93.19393695902545,host,38.563255,1.556074,3.136785,0
1777489184.152338,93.25142912502633,99235,93.25142912502633,host,38.00573,1.556074,3.049404,0
1777489186.563106,95.6621686250437,101646,95.6621686250437,host,35.213264,1.389658,3.141694,0
1777489186.98507,96.08411195903318,102068,96.08411195903318,host,35.265785,1.214896,3.136785,0
1777489198.7895749,107.88847079203697,5415,107.88847079203697,host,35.749577,1.837853,1.663091,0
1777489200.266314,109.36521866702242,6891,109.36521866702242,host,34.879784,2.012615,2.5369,0
1777489201.402082,110.50098029203946,8026,110.50098029203946,host,34.998047,2.012615,3.141694,0
1777489203.1388211,112.23769337503472,9764,112.23769337503472,host,35.505997,2.012615,3.141694,0
1777489204.421809,113.52066608401947,11047,113.52066608401947,host,36.609028,1.837853,3.136785,0
1777489211.759413,6.25033862888813e-07,18384,6.25033862888813e-07,host,4.22396,2.691044,2.904587,0
1777489213.533757,1.7743214580114,20159,1.7743214580114,host,4.392495,2.323848,3.136785,0
1777489216.222494,4.463048790988978,22848,4.463048790988978,host,4.594003,2.488791,2.874642,0
1777489216.354229,4.594785166031215,22979,4.594785166031215,host,4.034286,2.401411,2.788734,0
1777489217.295129,5.535658582986798,23920,5.535658582986798,host,4.819546,2.31403,2.688098,0
1777489217.760117,6.000638541008811,24385,6.000638541008811,host,4.202925,2.051887,2.775479,0
1777489219.0718038,7.31232554098824,25697,7.31232554098824,host,4.502934,2.488791,2.999331,0
1777489219.7612832,8.001794875017367,26386,8.001794875017367,host,4.705126,2.31403,2.911951,0
1777489220.059767,8.30027762503596,26685,8.30027762503596,host,6.650453,2.31403,3.086712,0
1777489220.582689,8.823192708019633,27207,8.823192708019633,host,6.267668,2.663553,2.999331,0
1777489221.457591,9.698085832991637,28082,9.698085832991637,host,5.435696,2.158904,3.141694,0
1777489221.797319,10.037811166024767,28422,10.037811166024767,host,31.303308,1.984142,2.962023,0
1777489222.096031,10.336519166012295,28721,10.336519166012295,host,4.876855,1.809381,3.136785,0
1777489222.667993,10.908472499984782,29293,10.908472499984782,host,4.523281,1.522693,2.962023,0
1777489225.012127,13.25258087500697,31637,13.25258087500697,host,4.825113,1.457893,3.051367,0
1777489230.277538,18.517900625010952,36902,18.517900625010952,host,4.251284,0.009327,3.141694,0
1777489232.4438841,20.68425216601463,39069,20.68425216601463,host,4.649835,0.532596,3.141694,0
1777489233.760371,22.00072445801925,40385,22.00072445801925,host,4.88475,0.445223,3.141694,0
1777489236.323883,24.564218791027088,42949,24.564218791027088,host,4.338151,1.013134,3.049404,0
1777489287.464942,12995,-3.021168,16.16979,1
1777489288.778112,14308,-2.509847,12.319027,1
1777489289.222688,14751,-2.957223,15.659612,1
1777489290.119065,15649,-2.475643,12.080097,1
1777489290.7962549,16326,-2.601811,12.973045,1
1777489291.102674,16632,-2.642538,13.268082,1
1777489292.5757382,18105,-2.621248,13.113436,1
1777489292.967273,18497,-2.802405,14.458286,1
1777489293.916317,19446,-2.625295,13.142763,1
1777489294.545365,20075,4.243933,10.523103,0
1777489295.826835,21356,4.208165,10.29232,0
1777489304.030696,29561,38.110306,1377.174805,0
1777489304.8525171,30382,40.307865,1545.108276,0
1777489305.1513999,30681,38.17622,1382.071289,0
1777489308.2685099,33798,-2.781992,14.303467,1
1777489308.7624068,34291,-2.64216,13.265332,1
1777489309.745733,35275,-3.154671,17.26129,1
1777489311.000926,36530,7.210529,38.570675,0
1777489311.2526772,36782,-2.768118,14.198716,1
1777489311.780004,37310,-2.974848,15.799417,1
1777489312.6952288,38225,-2.607482,13.013925,1
1777489313.150902,38680,-2.552998,12.623792,1
1777489313.678653,39208,-2.979064,15.832947,1
1777489316.2554,41785,-2.835054,14.707639,1
1777489316.595566,42125,-2.656178,13.367638,1
1777489317.613874,43143,-2.030152,9.181819,1
1777489317.6810188,43211,-2.020578,9.123893,1
1777489318.495111,44024,-2.80578,14.483961,1
1777489320.002985,45532,-2.439819,11.832354,1
1777489321.003666,46533,-2.791884,14.378386,1
1777489322.3957279,47925,-2.630259,13.178779,1
1777489322.497675,48027,-6.17647,51.501724,1
1777489322.9031801,48432,-2.591351,12.897799,1
1777489323.005377,48535,-2.93531,15.486662,1
1777489323.3285801,48858,-3.225816,17.857519,1
1777489323.362619,48892,-2.014925,9.08977,1
1777489323.3966038,48926,-2.981306,15.850794,1
1777489326.761121,52291,45.549389,1984.648071,0
1777489330.495714,56025,-2.725122,13.876537,1
1777489330.852798,56382,-2.716312,13.810978,1
1777489331.2452512,56774,-6.254893,52.633469,1
1777489331.329288,56859,39.499859,1482.239136,0
1777489332.844146,58374,-2.894475,15.166934,1
1777489332.963437,58493,-2.942412,15.54261,1
1777489333.083349,58612,-3.024599,16.197397,1
1777489334.082849,59612,-1.686568,7.217647,1
1777489334.812149,60340,-3.319335,18.656654,1
1777489334.8278358,60357,-2.742718,14.007941,1
1777489334.896099,60425,-2.983008,15.864352,1
1777489334.912771,60442,-2.766583,14.187147,1
1777489334.929672,60459,-3.301374,18.501818,1
1777489334.946666,60476,-2.964917,15.720567,1
1777489335.60672,61136,-2.874397,15.010952,1
1777489335.62375,61153,-2.790756,14.369831,1
1777489336.049581,61579,-3.834948,23.376719,1
1777489336.1347241,61664,-20.249897,451.558136,1
1777489336.168716,61698,2.964285,3.858414,0
1777489336.624392,62154,-3.252108,18.08042,1
1777489337.862856,63392,-2.697739,13.673271,1
1777489339.6080499,65137,-2.924121,15.398728,1
1777489339.6249971,65154,-2.978499,15.828456,1
1777489339.641954,65171,-2.746197,14.033992,1
1777489339.658946,65188,-2.624102,13.134114,1
1777489340.0746949,65603,-3.441377,19.725826,1
1777489340.2700539,65797,-2.744903,14.024299,1
1777489340.7279732,66257,-2.647375,13.303347,1
1777489340.8131719,66342,-2.295954,10.863313,1
1777489340.9149718,66444,-3.757572,22.634493,1
1777489343.4745998,69004,-2.747478,14.04359,1
1777489343.661629,69191,-2.817262,14.57149,1
1777489345.594652,71123,-2.189805,10.174856,1
1777489345.611348,71140,-2.85893,14.891341,1
1777489345.628675,71158,-1.910301,8.469851,1
1777489345.679352,71209,-3.349511,18.918243,1
1777489345.956563,71486,-2.836517,14.718865,1
1777489346.603039,72132,-2.726025,13.883265,1
1777489346.872004,72401,-2.788949,14.356134,1
1777489346.940186,72469,-2.579715,12.814358,1
1777489346.991194,72520,-2.898127,15.195393,1
1777489347.2634392,72793,-2.74425,14.01941,1
1777489347.569966,73099,-13.222168,202.270065,1
1777489347.753152,73282,-2.681598,13.554165,1
1777489347.889384,73418,-2.662538,13.414186,1
1777489347.9404852,73469,-2.490389,12.182817,1
1777489347.957389,73486,-3.033333,16.267775,1
1777489349.8302479,75359,36.836281,1284.239014,0
1777489350.68994,76219,-2.972904,15.783966,1
1777489352.7853491,78314,38.213818,1384.868164,0
1777489354.442637,79972,2.799062,3.236623,0
1777489354.459672,79989,2.799959,3.239851,0
1777489357.97815,83506,-2.590248,12.889881,1
1777489359.603646,85133,-2.537042,12.510669,1
1777489361.046562,86576,-2.681534,13.553689,1
1777489361.080756,86610,-2.800803,14.446105,1
1777489361.604299,87133,-2.73206,13.928271,1
1777489361.655293,87185,-3.149425,17.217724,1
1777489361.672339,87202,-2.889449,15.127816,1
1777489361.689321,87219,-2.768473,14.201391,1
1777489361.706335,87236,-2.959083,15.674339,1
1777489362.570823,88100,-2.750625,14.067189,1
1777489362.979319,88508,-2.926767,15.419502,1
1777489363.3374379,88866,-2.640662,13.254423,1
1777489363.405247,88934,-3.04987,16.401451,1
1777489363.439615,88968,-2.866665,14.951096,1
1777489363.694665,89224,-2.737228,13.966876,1
1777489363.8308349,89360,-2.859297,14.894174,1
1777489364.252736,89782,-2.716384,13.811513,1
1777489364.2871401,89816,-2.541574,12.542748,1
1777489364.3211908,89850,-2.429829,11.763724,1
1777489364.3891442,89918,-2.722775,13.859054,1
1777489364.712449,90241,-2.349455,11.218848,1
1777489364.746471,90275,-2.532114,12.475828,1
1777489365.2532039,90782,-2.873356,15.002884,1
1777489365.270278,90799,-2.953125,15.627193,1
1777489365.28734,90816,-3.127666,17.03763,1
1777489365.304585,90833,-2.839602,14.742543,1
1777489365.338339,90867,-3.27196,18.249645,1
1777489365.40639,90935,-2.827851,14.652446,1
1777489365.4405959,90969,-3.152178,17.240582,1
1777489365.7980711,91327,-2.798487,14.428507,1
1777489366.253608,91782,-2.55503,12.638241,1
1777489366.2705731,91799,-2.75898,14.129928,1
1777489366.423746,91953,-2.733002,13.935302,1
1777489366.4409049,91970,-2.599028,12.953005,1
1777489366.457698,91987,-2.869457,14.972693,1
1777489366.74706,92276,-2.696208,13.661957,1
